date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2022-05-01,IN_DL_HHD,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_NDL,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_NED,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_NRD,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_NWD,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_SDL,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_STS,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_SWD,0,0,0,0,0,0,0,0
2022-05-01,IN_DL_WSD,0,0,0,0,0,0,0,0
2022-05-01,IN_DN,0,0,0,0,11441,4,11437,0
2022-05-01,IN_DN_DIU,0,0,0,0,0,0,0,0
2022-05-01,IN_DN_DMN,0,0,0,0,0,0,0,0
2022-05-01,IN_DN_DNH,0,0,0,0,0,0,0,0
2022-05-01,IN_GA,4,0,4,0,245433,3832,241556,0
2022-05-01,IN_GA_NGO,0,0,0,0,0,0,0,0
2022-05-01,IN_GA_SGO,0,0,0,0,0,0,0,0
2022-05-01,IN_GJ,18,0,9,18317,1224196,10940,1213134,41465192
2022-05-01,IN_GJ_AHM,5,0,5,1638,384742,3619,381070,6631122
2022-05-01,IN_GJ_ANA,0,0,0,429,15466,53,15411,822328
2022-05-01,IN_GJ_ARL,0,0,0,356,12903,105,12798,829162
2022-05-01,IN_GJ_BHV,0,0,0,344,29240,362,28878,1538191
2022-05-01,IN_GJ_BKT,0,0,0,935,18335,166,18169,1244874
2022-05-01,IN_GJ_BRC,0,0,0,344,17286,152,17133,725677
2022-05-01,IN_GJ_BTD,0,0,0,202,2356,48,2308,341793
2022-05-01,IN_GJ_CUP,0,0,0,81,3756,38,3718,369099
2022-05-01,IN_GJ_DAN,0,0,0,71,1259,18,1241,113395
2022-05-01,IN_GJ_DHD,0,0,0,265,11300,46,11253,978936
2022-05-01,IN_GJ_DVB,0,0,0,314,5182,89,5093,342799
2022-05-01,IN_GJ_GNR,1,0,0,657,35145,226,34913,1121103
2022-05-01,IN_GJ_GRS,0,0,0,341,9748,67,9680,510886
2022-05-01,IN_GJ_JMN,0,0,0,669,41830,520,41308,1152059
2022-05-01,IN_GJ_JNG,0,0,0,2171,22756,272,22484,1356379
2022-05-01,IN_GJ_KCH,0,0,0,144,19013,146,18867,1085662
2022-05-01,IN_GJ_KHE,0,0,0,438,14695,54,14640,854911
2022-05-01,IN_GJ_MHN,0,0,0,603,31005,194,30811,1059533
2022-05-01,IN_GJ_MRI,0,0,0,180,10767,95,10672,524928
2022-05-01,IN_GJ_MSG,0,0,0,182,8867,75,8792,524757
2022-05-01,IN_GJ_NRM,0,0,0,577,6640,15,6625,370529
2022-05-01,IN_GJ_NVS,0,0,0,603,11900,41,11858,652328
2022-05-01,IN_GJ_PAT,0,0,0,768,16242,129,16113,700330
2022-05-01,IN_GJ_PMS,0,0,0,158,13548,83,13465,780121
2022-05-01,IN_GJ_PRB,0,0,0,472,4184,25,4159,353800
2022-05-01,IN_GJ_RJK,1,0,0,1362,84590,798,83787,2591613
2022-05-01,IN_GJ_RVL,0,0,0,320,5743,81,5661,534452
2022-05-01,IN_GJ_SKA,0,0,0,169,11765,163,11602,726737
2022-05-01,IN_GJ_SRT,0,0,0,660,204987,2080,202903,8117878
2022-05-01,IN_GJ_SUR,0,0,0,536,10084,139,9945,738526
2022-05-01,IN_GJ_TAP,0,0,0,371,5802,30,5772,368350
2022-05-01,IN_GJ_VDR,11,0,4,1498,140214,921,139249,2571205
2022-05-01,IN_GJ_VLS,0,0,0,459,12846,90,12756,831729
2022-05-01,IN_HP,0,0,4,0,284811,4115,280616,0
2022-05-01,IN_HP_BLS,0,0,0,0,18235,95,18139,0
2022-05-01,IN_HP_CHM,0,0,1,0,16116,171,15937,0
2022-05-01,IN_HP_HMP,0,0,0,0,23338,329,23002,0
2022-05-01,IN_HP_KIN,0,0,0,0,4448,41,4404,0
2022-05-01,IN_HP_KNG,0,0,0,0,63794,1246,62517,0
2022-05-01,IN_HP_KUL,0,0,0,0,11966,162,11799,0
2022-05-01,IN_HP_LAS,0,0,0,0,3159,18,3140,0
2022-05-01,IN_HP_MND,0,0,0,0,38835,502,38330,0
2022-05-01,IN_HP_SHM,0,0,2,0,35720,716,34994,0
2022-05-01,IN_HP_SLN,0,0,1,0,30630,335,30290,0
2022-05-01,IN_HP_SRM,0,0,0,0,19862,221,19641,0
2022-05-01,IN_HP_UNA,0,0,0,0,18708,279,18423,0
2022-05-01,IN_HR,479,0,511,11639,992987,10619,979872,17331822
2022-05-01,IN_HR_AMB,2,0,0,0,40784,542,40228,0
2022-05-01,IN_HR_BHW,0,0,0,0,26496,665,25823,0
2022-05-01,IN_HR_FRB,122,0,52,0,128198,740,126820,0
2022-05-01,IN_HR_FTB,0,0,0,0,20063,498,19564,0
2022-05-01,IN_HR_GRG,332,0,438,0,267120,1006,264452,0
2022-05-01,IN_HR_HRK,2,0,0,0,7430,145,7282,0
2022-05-01,IN_HR_HSR,1,0,0,0,62066,1175,60883,0
2022-05-01,IN_HR_JHJ,0,0,2,0,23445,350,23079,0
2022-05-01,IN_HR_JND,0,0,0,0,24352,542,23809,0
2022-05-01,IN_HR_KRK,1,0,1,0,26836,398,26431,0
2022-05-01,IN_HR_KRL,3,0,1,0,48211,596,47592,0
2022-05-01,IN_HR_KTL,0,0,1,0,14237,371,13861,0
2022-05-01,IN_HR_MGH,0,0,0,0,24754,165,24589,0
2022-05-01,IN_HR_MWT,0,0,0,0,6108,139,5969,0
2022-05-01,IN_HR_PNK,3,0,5,0,44184,414,43749,0
2022-05-01,IN_HR_PNP,0,0,0,0,36065,672,35388,0
2022-05-01,IN_HR_PWL,1,0,0,0,13482,170,13308,0
2022-05-01,IN_HR_RHT,1,0,2,0,31875,537,31288,0
2022-05-01,IN_HR_RWR,0,0,0,0,24599,224,24373,0
2022-05-01,IN_HR_SNP,9,0,8,0,58651,276,58351,0
2022-05-01,IN_HR_SRS,1,0,0,0,33376,539,32836,0
2022-05-01,IN_HR_YMN,1,0,1,0,30655,455,30197,0
2022-05-01,IN_JH,4,0,1,0,435232,5317,429886,0
2022-05-01,IN_JH_BKR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_CHT,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_DGH,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_DHN,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_DMK,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_ESM,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_GDD,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_GIR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_GML,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_GRH,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_HZR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_JMT,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_KDR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_KNT,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_LHR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_LTH,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_PKR,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_PLM,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_RMG,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_RNC,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_SGJ,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_SKH,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_SMG,0,0,0,0,0,0,0,0
2022-05-01,IN_JH_WSM,0,0,0,0,0,0,0,0
2022-05-01,IN_JK,4,0,5,15581,454047,4751,449230,25010406
2022-05-01,IN_KA,104,1,108,10566,3947726,40060,3905844,65882325
2022-05-01,IN_KA_BAG,0,0,0,0,40682,367,40315,0
2022-05-01,IN_KA_BDR,1,0,0,0,29808,420,29383,0
2022-05-01,IN_KA_BLG,0,0,0,0,100142,1002,99132,0
2022-05-01,IN_KA_BLL,0,0,0,0,115518,1763,113738,0
2022-05-01,IN_KA_BRR,2,0,0,0,79286,907,78372,0
2022-05-01,IN_KA_BUR,93,0,107,0,1783677,16962,1765013,0
2022-05-01,IN_KA_CHB,0,0,0,0,55626,460,55165,0
2022-05-01,IN_KA_CHJ,0,0,0,0,43618,524,43082,0
2022-05-01,IN_KA_CKM,0,0,0,0,57250,406,56841,0
2022-05-01,IN_KA_CTR,0,0,0,0,46356,239,46113,0
2022-05-01,IN_KA_DAV,0,0,0,0,57540,623,56917,0
2022-05-01,IN_KA_DKD,2,0,1,0,135512,1840,133655,0
2022-05-01,IN_KA_DRW,0,0,0,0,84088,1384,82694,0
2022-05-01,IN_KA_GDG,0,0,0,0,30584,336,30248,0
2022-05-01,IN_KA_HAS,0,0,0,0,143860,1307,142550,0
2022-05-01,IN_KA_HAV,0,0,0,0,26839,669,26170,0
2022-05-01,IN_KA_KDG,0,0,0,0,49264,352,48911,0
2022-05-01,IN_KA_KLB,0,0,0,0,76607,880,75724,0
2022-05-01,IN_KA_KLR,0,0,0,0,63007,664,62340,0
2022-05-01,IN_KA_KPL,0,0,0,0,41281,538,40743,0
2022-05-01,IN_KA_MDY,0,0,0,0,101485,711,100773,0
2022-05-01,IN_KA_MYS,0,1,0,0,229477,2559,226916,0
2022-05-01,IN_KA_RAM,0,0,0,0,29807,347,29460,0
2022-05-01,IN_KA_RCH,0,0,0,0,45449,364,45085,0
2022-05-01,IN_KA_SVM,0,0,0,0,83330,1128,82199,0
2022-05-01,IN_KA_TMK,1,0,0,0,159845,1218,158624,0
2022-05-01,IN_KA_UDU,1,0,0,0,95610,546,95061,0
2022-05-01,IN_KA_UKD,1,0,0,0,71166,809,70355,0
2022-05-01,IN_KA_VJP,3,0,0,0,41011,520,40479,0
2022-05-01,IN_KA_YDG,0,0,0,0,29965,212,29753,0
2022-05-01,IN_KL,314,21,273,0,6541728,69068,6469830,46871820
2022-05-01,IN_KL_ALZ,0,0,0,0,390103,5186,387351,0
2022-05-01,IN_KL_ERN,0,0,0,0,884410,7984,871040,0
2022-05-01,IN_KL_IDK,0,0,0,0,208877,1467,205890,0
2022-05-01,IN_KL_KLM,0,0,0,0,510584,6389,506369,0
2022-05-01,IN_KL_KNU,0,0,0,0,348772,4378,344812,0
2022-05-01,IN_KL_KOZ,0,0,0,0,672352,6231,669116,0
2022-05-01,IN_KL_KSR,0,0,0,0,166525,1372,162901,0
2022-05-01,IN_KL_KTM,0,0,0,0,448219,4433,444610,0
2022-05-01,IN_KL_MLP,0,0,0,0,646856,6125,642678,0
2022-05-01,IN_KL_PLK,0,0,0,0,449579,5666,440852,0
2022-05-01,IN_KL_PTT,0,0,0,0,266703,2477,261194,0
2022-05-01,IN_KL_TSR,0,0,0,0,669068,7360,664058,0
2022-05-01,IN_KL_TVP,0,0,0,0,705649,8340,697453,0
2022-05-01,IN_KL_WAY,0,0,0,0,168230,958,166186,0
2022-05-01,IN_LA,0,0,1,180,28246,228,28016,683168
2022-05-01,IN_LA_KRG,0,0,0,0,5280,60,5220,0
2022-05-01,IN_LA_LLD,0,0,1,0,22966,168,22796,0
2022-05-01,IN_LD,0,0,0,0,11402,52,11350,0
2022-05-01,IN_LD_LKS,0,0,0,0,0,0,0,0
2022-05-01,IN_MH,169,0,172,0,7877901,147843,7729063,80161150
2022-05-01,IN_MH_AHN,0,0,0,0,377661,7242,370403,0
2022-05-01,IN_MH_AKO,0,0,0,0,66181,1470,64711,0
2022-05-01,IN_MH_AMV,0,0,0,0,105943,1623,104320,0
2022-05-01,IN_MH_AUR,0,0,0,0,176521,4284,172234,0
2022-05-01,IN_MH_BEE,0,0,0,0,109179,2883,106293,0
2022-05-01,IN_MH_BHA,0,0,0,0,67941,1142,66799,0
2022-05-01,IN_MH_BUL,0,0,0,0,92008,836,91171,0
2022-05-01,IN_MH_CPR,0,0,0,0,98820,1592,97228,0
2022-05-01,IN_MH_DHU,0,0,0,0,50751,670,50081,0
2022-05-01,IN_MH_GDC,0,0,0,0,36977,725,36251,0
2022-05-01,IN_MH_GON,0,0,0,0,45421,587,44833,0
2022-05-01,IN_MH_HIN,0,0,0,0,22172,514,21656,0
2022-05-01,IN_MH_JAL,0,0,0,0,66322,1224,65098,0
2022-05-01,IN_MH_JLG,0,0,0,0,149525,2761,146764,0
2022-05-01,IN_MH_KLP,0,0,0,0,220484,5904,214576,0
2022-05-01,IN_MH_LTR,0,0,0,0,104917,2489,102428,0
2022-05-01,IN_MH_MMB,0,0,0,0,1058806,19562,1038657,0
2022-05-01,IN_MH_MMS,0,0,0,0,0,0,0,0
2022-05-01,IN_MH_NAN,0,0,0,0,102663,2704,99958,0
2022-05-01,IN_MH_NGP,0,0,0,0,576390,9215,567167,0
2022-05-01,IN_MH_NNR,0,0,0,0,46615,962,45652,0
2022-05-01,IN_MH_NSH,0,0,0,0,472846,8910,463923,0
2022-05-01,IN_MH_OSM,0,0,0,0,75151,2139,73011,0
2022-05-01,IN_MH_PBN,0,0,0,0,58551,1278,57270,0
2022-05-01,IN_MH_PLG,0,0,0,0,163612,3407,160202,0
2022-05-01,IN_MH_PUN,0,0,0,0,1453518,20544,1432758,0
2022-05-01,IN_MH_RGD,0,0,0,0,244357,4945,239397,0
2022-05-01,IN_MH_RTN,0,0,0,0,84422,2546,81875,0
2022-05-01,IN_MH_SAT,0,0,0,0,278216,6713,271503,0
2022-05-01,IN_MH_SIN,0,0,0,0,57152,1533,55619,0
2022-05-01,IN_MH_SNG,0,0,0,0,227053,5665,221388,0
2022-05-01,IN_MH_SOL,0,0,0,0,227053,5876,221171,0
2022-05-01,IN_MH_THN,0,0,0,0,766937,11915,754930,0
2022-05-01,IN_MH_WRD,0,0,0,0,65669,1408,64261,0
2022-05-01,IN_MH_WSH,0,0,0,0,45620,641,44978,0
2022-05-01,IN_MH_YVT,0,0,0,0,81979,1820,80159,0
2022-05-01,IN_ML,3,0,1,0,93800,1593,92199,0
2022-05-01,IN_ML_EGH,0,0,0,0,2049,17,2032,0
2022-05-01,IN_ML_EJH,0,0,0,0,2625,38,2587,0
2022-05-01,IN_ML_EKH,3,0,1,0,47085,1075,45999,0
2022-05-01,IN_ML_NGH,0,0,0,0,1881,9,1872,0
2022-05-01,IN_ML_RGH,0,0,0,0,10314,98,10214,0
2022-05-01,IN_ML_SGH,0,0,0,0,1343,13,1330,0
2022-05-01,IN_ML_SWG,0,0,0,0,2094,20,2074,0
2022-05-01,IN_ML_SWK,0,0,0,0,2698,20,2678,0
2022-05-01,IN_ML_WGH,0,0,0,0,10724,80,10647,0
2022-05-01,IN_ML_WJH,0,0,0,0,7192,139,7055,0
2022-05-01,IN_ML_WKA,0,0,0,0,5654,76,5578,0
2022-05-01,IN_MN,0,0,1,105,137220,2120,135086,1609738
2022-05-01,IN_MN_BSH,0,0,0,6,9841,205,0,84199
2022-05-01,IN_MN_CHA,0,0,0,2,2726,42,0,36906
2022-05-01,IN_MN_CHC,0,0,0,12,11054,168,0,134990
2022-05-01,IN_MN_IME,0,0,0,20,30445,511,0,280932
2022-05-01,IN_MN_IMW,0,0,0,36,48745,704,0,504508
2022-05-01,IN_MN_JRB,0,0,0,4,1111,7,0,36587
2022-05-01,IN_MN_KKC,0,0,0,6,6896,122,0,66386
2022-05-01,IN_MN_KMJ,0,0,0,0,1036,5,0,15424
2022-05-01,IN_MN_KNP,0,0,0,3,3134,67,0,45740
2022-05-01,IN_MN_NNY,0,0,0,0,1158,5,0,19262
2022-05-01,IN_MN_PHR,0,0,0,0,465,0,0,8155
2022-05-01,IN_MN_SNT,0,0,0,3,2493,12,0,82530
2022-05-01,IN_MN_THB,0,0,0,4,10160,189,0,133436
2022-05-01,IN_MN_TMN,0,0,0,1,3478,17,0,55606
2022-05-01,IN_MN_TNG,0,0,0,1,1201,15,0,17925
2022-05-01,IN_MN_UKH,0,0,0,7,3277,51,0,87152
2022-05-01,IN_MP,31,0,10,0,1041491,10735,1030585,0
2022-05-01,IN_MP_AGM,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_ALI,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_ANP,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_ANR,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BGT,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BHN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BHP,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BRH,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BRW,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_BTL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_CDW,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_CRP,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_DAT,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_DHA,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_DMH,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_DND,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_DWS,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_ENR,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_GUN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_GWL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_HDA,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_HSH,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_IND,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_JBL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_JHA,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_KHA,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_KTN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_MAN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_MDL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_MRN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_NMC,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_NRS,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_NWR,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_PNN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_REW,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_RJG,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_RSN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_RTL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SDH,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SEH,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SEO,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SGL,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SGR,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SHD,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SHP,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SJR,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_STN,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_SVP,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_TKM,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_UJJ,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_UMA,0,0,0,0,0,0,0,0
2022-05-01,IN_MP_VID,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ,40,0,40,0,227493,696,226129,0
2022-05-01,IN_MZ_AIZ,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_CPH,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_HNT,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_KHW,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_KLS,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_LNG,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_LWN,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_MMT,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_SAI,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_SER,0,0,0,0,0,0,0,0
2022-05-01,IN_MZ_STL,0,0,0,0,0,0,0,0
2022-05-01,IN_NL,0,-4,-1484,60,35488,756,33244,472021
2022-05-01,IN_NL_DMP,0,0,0,0,17290,475,15741,0
2022-05-01,IN_NL_KHM,0,0,0,0,10044,131,9680,0
2022-05-01,IN_NL_KIP,0,0,0,0,274,9,264,0
2022-05-01,IN_NL_LLG,0,0,0,0,314,2,294,0
2022-05-01,IN_NL_MKK,0,0,0,0,2491,59,2361,0
2022-05-01,IN_NL_MON,0,0,0,0,1175,14,1139,0
2022-05-01,IN_NL_PER,0,0,0,0,984,6,957,0
2022-05-01,IN_NL_PHK,0,0,0,0,636,19,608,0
2022-05-01,IN_NL_TNS,0,0,0,0,1194,14,1178,0
2022-05-01,IN_NL_WKH,0,0,0,0,456,11,423,0
2022-05-01,IN_NL_ZNH,0,0,0,0,630,16,599,0
2022-05-01,IN_OR,11,2,0,0,1288057,9126,1278795,31296399
2022-05-01,IN_OR_ANU,0,0,0,0,48051,418,47633,0
2022-05-01,IN_OR_BDH,0,0,0,0,14605,113,14478,0
2022-05-01,IN_OR_BDK,0,0,0,0,29478,173,29301,0
2022-05-01,IN_OR_BLN,0,0,0,0,28982,131,28847,0
2022-05-01,IN_OR_BLW,0,0,0,0,48986,360,48617,0
2022-05-01,IN_OR_BRG,0,0,0,0,34547,353,34193,0
2022-05-01,IN_OR_CTT,0,0,0,0,113748,907,112828,0
2022-05-01,IN_OR_DGR,0,0,0,0,8555,53,8502,0
2022-05-01,IN_OR_DHK,0,0,0,0,22365,265,22100,0
2022-05-01,IN_OR_GJP,0,0,0,0,13113,83,13029,0
2022-05-01,IN_OR_GNJ,0,0,0,0,36756,512,36236,0
2022-05-01,IN_OR_JGT,0,0,0,0,32093,344,31749,0
2022-05-01,IN_OR_JHR,0,0,0,0,28475,182,28293,0
2022-05-01,IN_OR_JJP,0,0,0,0,50302,200,50098,0
2022-05-01,IN_OR_KHD,0,0,0,0,244847,1750,243071,0
2022-05-01,IN_OR_KLH,0,0,0,0,28669,219,28449,0
2022-05-01,IN_OR_KND,0,0,0,0,27964,274,27686,0
2022-05-01,IN_OR_KNH,0,0,0,0,24264,191,24071,0
2022-05-01,IN_OR_KNM,0,0,0,0,13530,95,13434,0
2022-05-01,IN_OR_KRP,0,0,0,0,23599,84,23515,0
2022-05-01,IN_OR_MLK,0,0,0,0,12868,48,12817,0
2022-05-01,IN_OR_MYR,0,0,0,0,48441,308,48130,0
2022-05-01,IN_OR_NBR,0,0,0,0,27431,91,27338,0
2022-05-01,IN_OR_NPD,0,0,0,0,26721,91,26629,0
2022-05-01,IN_OR_NYG,0,0,0,0,28394,227,28164,0
2022-05-01,IN_OR_PUR,0,0,0,0,49987,487,49497,0
2022-05-01,IN_OR_RYG,0,0,0,0,24752,174,24577,0
2022-05-01,IN_OR_SDG,0,0,0,0,90839,681,90146,0
2022-05-01,IN_OR_SMB,0,0,0,0,42193,247,41940,0
2022-05-01,IN_OR_SNE,0,0,0,0,16426,62,16364,0
2022-05-01,IN_PB,20,0,21,0,759615,17748,741676,19163591
2022-05-01,IN_PB_AMT,0,0,0,0,59401,1682,57718,0
2022-05-01,IN_PB_BNL,0,0,0,0,7500,349,7149,0
2022-05-01,IN_PB_BTH,0,0,0,0,50880,1088,49790,0
2022-05-01,IN_PB_FAZ,0,0,0,0,23400,545,22855,0
2022-05-01,IN_PB_FRD,0,0,0,0,16789,338,16449,0
2022-05-01,IN_PB_FRZ,0,0,0,0,17904,537,17365,0
2022-05-01,IN_PB_FTG,0,0,0,0,11836,354,11481,0
2022-05-01,IN_PB_GRD,0,0,0,0,26946,865,26079,0
2022-05-01,IN_PB_HSP,0,0,0,0,40868,1096,39749,0
2022-05-01,IN_PB_JLN,0,0,0,0,78318,1578,76725,0
2022-05-01,IN_PB_KPR,0,0,0,0,22046,579,21465,0
2022-05-01,IN_PB_LDH,0,0,0,0,109823,2279,107522,0
2022-05-01,IN_PB_MNS,0,0,0,0,17229,392,16836,0
2022-05-01,IN_PB_MOG,0,0,0,0,10987,254,10733,0
2022-05-01,IN_PB_NWN,0,0,0,0,13409,407,12998,0
2022-05-01,IN_PB_PTK,0,0,0,0,24547,495,24046,0
2022-05-01,IN_PB_PTL,0,0,0,0,62050,1458,60584,0
2022-05-01,IN_PB_RPN,0,0,0,0,17940,455,17485,0
2022-05-01,IN_PB_SMT,0,0,0,0,22557,539,22017,0
2022-05-01,IN_PB_SNR,0,0,0,0,14308,735,13573,0
2022-05-01,IN_PB_SSR,0,0,0,0,95730,1148,94563,0
2022-05-01,IN_PB_TAR,0,0,0,0,10899,394,10505,0
2022-05-01,IN_PY,2,0,4,118,165790,1962,163819,2234421
2022-05-01,IN_PY_KKL,0,0,0,0,23061,264,22795,0
2022-05-01,IN_PY_MHE,0,0,0,0,6764,55,6709,0
2022-05-01,IN_PY_PON,1,0,3,0,127441,1530,125906,0
2022-05-01,IN_PY_YAN,0,0,1,0,8524,113,8409,0
2022-05-01,IN_RJ,27,0,16,6173,1283692,9552,1273760,19690209
2022-05-01,IN_RJ_AJM,1,0,0,175,49732,446,49275,783981
2022-05-01,IN_RJ_ALW,3,0,0,690,84472,320,84133,1597141
2022-05-01,IN_RJ_BHL,0,0,0,35,38179,162,38014,505256
2022-05-01,IN_RJ_BIK,0,0,0,287,49903,586,49315,735698
2022-05-01,IN_RJ_BMR,0,0,0,78,21454,205,21249,401916
2022-05-01,IN_RJ_BND,0,0,0,124,9715,55,9660,231706
2022-05-01,IN_RJ_BNS,0,0,0,191,14763,106,14657,315278
2022-05-01,IN_RJ_BRN,0,0,0,133,15249,64,15183,232556
2022-05-01,IN_RJ_BTR,0,0,0,4,31450,272,31178,476201
2022-05-01,IN_RJ_CGH,0,0,0,76,29377,140,29234,450451
2022-05-01,IN_RJ_CHR,0,0,0,58,20819,114,20705,432582
2022-05-01,IN_RJ_DAS,2,0,0,101,15779,80,15695,288787
2022-05-01,IN_RJ_DLP,2,0,0,360,13790,49,13706,280097
2022-05-01,IN_RJ_DNG,0,0,0,27,25497,134,25363,327352
2022-05-01,IN_RJ_GNG,0,0,0,42,28138,158,27978,421670
2022-05-01,IN_RJ_HGH,0,0,0,29,22516,114,22402,487394
2022-05-01,IN_RJ_JDH,0,0,0,276,141094,1164,139924,1413937
2022-05-01,IN_RJ_JHL,0,0,0,448,17707,207,17500,387965
2022-05-01,IN_RJ_JHN,0,0,0,53,19158,181,18977,491353
2022-05-01,IN_RJ_JLR,0,0,0,128,10545,78,10467,443052
2022-05-01,IN_RJ_JPR,15,0,15,1450,274871,2111,272488,3374040
2022-05-01,IN_RJ_JSL,0,0,0,13,17036,68,16968,242009
2022-05-01,IN_RJ_KAR,0,0,0,150,8968,84,8884,236606
2022-05-01,IN_RJ_KOT,0,0,0,332,70092,477,69613,1115110
2022-05-01,IN_RJ_NGR,3,0,0,360,23643,200,23434,638108
2022-05-01,IN_RJ_PAL,0,0,0,49,35850,298,35552,460742
2022-05-01,IN_RJ_PPG,0,0,0,17,11874,65,11809,277053
2022-05-01,IN_RJ_RJS,0,0,0,59,23026,178,22848,300049
2022-05-01,IN_RJ_SKR,0,0,0,58,38060,366,37694,509104
2022-05-01,IN_RJ_SMP,0,0,0,37,15803,66,15735,276673
2022-05-01,IN_RJ_SRH,0,0,0,125,17211,88,17121,315372
2022-05-01,IN_RJ_TNK,0,0,0,46,13301,102,13199,327894
